"Transaction.ID","Date.of.Purchase","Time.of.Purchase","Purchase.Type","Payment.Method","Railcard","Ticket.Class","Ticket.Type","Price","Departure.Station","Arrival.Destination","Date.of.Journey","Departure.Time","Arrival.Time","Actual.Arrival.Time","Journey.Status","Reason.for.Delay","Refund.Request","Day.of.Week"
"3944a867-2ba6-427b-ab09",2024-03-11,2025-06-05 17:43:27,"Station","Debit Card","Disabled","Standard","Advance",4,"London Euston","Birmingham New Street",2024-03-12,2025-06-05 16:00:00,2025-06-05 17:20:00,2025-06-05 18:59:00,"Delayed","Weather","No","Tuesday"
"18028529-0142-4a5c-a0d0",2024-03-11,2025-06-05 19:44:57,"Station","Credit Card","None","First Class","Advance",10,"Manchester Piccadilly","Liverpool Lime Street",2024-03-12,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 18:46:00,"Delayed","Technical Issue","No","Tuesday"
"3db1c02c-3e16-4fc7-a348",2024-03-11,2025-06-05 20:27:07,"Station","Contactless","None","First Class","Advance",57,"London Kings Cross","York",2024-03-12,2025-06-05 17:45:00,2025-06-05 19:35:00,2025-06-05 19:45:00,"Delayed","Signal failure","No","Tuesday"
"dac7a15d-5ef4-499c-bc65",2024-03-11,2025-06-05 20:27:28,"Station","Contactless","None","Standard","Advance",35,"London Kings Cross","York",2024-03-12,2025-06-05 17:45:00,2025-06-05 19:35:00,2025-06-05 19:45:00,"Delayed","Signal failure","No","Tuesday"
"5cb621f8-1a60-43ec-b947",2024-03-11,2025-06-05 20:34:32,"Station","Contactless","None","Standard","Advance",35,"London Kings Cross","York",2024-03-12,2025-06-05 17:45:00,2025-06-05 19:35:00,2025-06-05 19:45:00,"Delayed","Signal failure","No","Tuesday"
"d273db98-b2ff-4d4b-8a0c",2024-03-12,2025-06-05 02:12:52,"Station","Credit Card","None","Standard","Off-Peak",126,"Manchester Piccadilly","London Euston",2024-03-12,2025-06-05 03:30:00,2025-06-05 05:20:00,2025-06-05 05:38:00,"Delayed","Weather Conditions","No","Tuesday"
"b69829bc-d712-40a3-898a",2024-03-12,2025-06-05 05:11:26,"Online","Credit Card","Disabled","Standard","Anytime",7,"York","Doncaster",2024-03-12,2025-06-05 06:30:00,2025-06-05 07:00:00,2025-06-05 07:50:00,"Delayed","Staffing","No","Tuesday"
"bf30ffc7-d622-49b4-a3f1",2024-03-12,2025-06-05 06:35:10,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-03-12,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:02:00,"Delayed","Traffic","No","Tuesday"
"19a7b97c-700f-4e8b-800e",2024-03-12,2025-06-05 06:41:54,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-03-12,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:02:00,"Delayed","Traffic","No","Tuesday"
"1986dd7b-fc06-40f7-945d",2024-03-12,2025-06-05 07:52:43,"Station","Contactless","None","Standard","Advance",35,"London Kings Cross","York",2024-03-13,2025-06-05 06:15:00,2025-06-05 08:05:00,2025-06-05 08:39:00,"Delayed","Technical Issue","No","Wednesday"
"9de67159-b6d2-49d0-815e",2024-03-12,2025-06-05 07:56:59,"Station","Contactless","None","Standard","Advance",35,"London Kings Cross","York",2024-03-13,2025-06-05 06:15:00,2025-06-05 08:05:00,2025-06-05 08:39:00,"Delayed","Technical Issue","No","Wednesday"
"4eb3ed72-4b82-4656-bb96",2024-03-12,2025-06-05 07:59:23,"Online","Debit Card","None","First Class","Advance",57,"London Kings Cross","York",2024-03-13,2025-06-05 06:15:00,2025-06-05 08:05:00,2025-06-05 08:39:00,"Delayed","Technical Issue","No","Wednesday"
"c842fe44-8d60-4b0d-83f7",2024-03-12,2025-06-05 09:34:27,"Station","Credit Card","None","First Class","Advance",118,"Liverpool Lime Street","London Euston",2024-03-13,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:52:00,"Delayed","Signal failure","No","Wednesday"
"8995e613-8816-4061-9d2b",2024-03-12,2025-06-05 09:34:34,"Station","Credit Card","None","First Class","Advance",118,"Liverpool Lime Street","London Euston",2024-03-13,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:52:00,"Delayed","Signal failure","No","Wednesday"
"d7bf5ba8-3e17-4292-958f",2024-03-12,2025-06-05 09:41:46,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-03-13,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:52:00,"Delayed","Signal failure","No","Wednesday"
"f203e21e-316d-4d23-af87",2024-03-12,2025-06-05 09:41:49,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-03-13,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:52:00,"Delayed","Signal failure","No","Wednesday"
"a0e8b4b8-d2a9-45f3-b64f",2024-03-12,2025-06-05 10:50:31,"Online","Debit Card","Adult","Standard","Advance",2,"Manchester Piccadilly","Liverpool Lime Street",2024-03-13,2025-06-05 09:15:00,2025-06-05 09:45:00,2025-06-05 10:23:00,"Delayed","Weather","No","Wednesday"
"8f4a30ba-3abd-4845-9706",2024-03-12,2025-06-05 11:54:30,"Station","Debit Card","Adult","Standard","Advance",7,"Birmingham New Street","Manchester Piccadilly",2024-03-13,2025-06-05 11:15:00,2025-06-05 12:35:00,2025-06-05 12:43:00,"Delayed","Technical Issue","Yes","Wednesday"
"c833abab-b8e6-43e0-892a",2024-03-12,2025-06-05 12:33:58,"Station","Contactless","None","Standard","Advance",3,"Manchester Piccadilly","Liverpool Lime Street",2024-03-13,2025-06-05 11:00:00,2025-06-05 11:30:00,2025-06-05 11:49:00,"Delayed","Staff Shortage","No","Wednesday"
"dc6b7d95-d072-4f1d-a320",2024-03-12,2025-06-05 14:35:10,"Station","Credit Card","Adult","Standard","Anytime",9,"London Euston","Birmingham New Street",2024-03-12,2025-06-05 16:00:00,2025-06-05 17:20:00,2025-06-05 18:59:00,"Delayed","Weather","No","Tuesday"
"729c6a66-d902-48b0-bb6f",2024-03-12,2025-06-05 14:41:12,"Station","Credit Card","Adult","Standard","Anytime",9,"London Euston","Birmingham New Street",2024-03-12,2025-06-05 16:00:00,2025-06-05 17:20:00,2025-06-05 18:59:00,"Delayed","Weather","No","Tuesday"
"dcb90c88-9171-4d0d-af15",2024-03-12,2025-06-05 14:42:12,"Station","Debit Card","Disabled","Standard","Anytime",9,"London Euston","Birmingham New Street",2024-03-12,2025-06-05 16:00:00,2025-06-05 17:20:00,2025-06-05 18:59:00,"Delayed","Weather","No","Tuesday"
"3852e40c-8254-45f1-b0fd",2024-03-12,2025-06-05 14:44:10,"Station","Debit Card","Disabled","Standard","Anytime",9,"London Euston","Birmingham New Street",2024-03-12,2025-06-05 16:00:00,2025-06-05 17:20:00,2025-06-05 18:59:00,"Delayed","Weather","No","Tuesday"
"fd0c7947-08b7-45f0-ab5e",2024-03-12,2025-06-05 15:08:59,"Station","Debit Card","None","Standard","Off-Peak",31,"Birmingham New Street","London Euston",2024-03-12,2025-06-05 15:30:00,2025-06-05 16:50:00,2025-06-05 17:17:00,"Delayed","Staffing","Yes","Tuesday"
"e647e9e9-bc6d-44ec-8ad0",2024-03-12,2025-06-05 16:00:04,"Station","Contactless","None","Standard","Anytime",70,"London Kings Cross","York",2024-03-12,2025-06-05 17:45:00,2025-06-05 19:35:00,2025-06-05 19:45:00,"Delayed","Signal failure","Yes","Tuesday"
"5885f9ce-b1bb-43bb-8510",2024-03-12,2025-06-05 16:03:35,"Station","Credit Card","None","Standard","Anytime",5,"Manchester Piccadilly","Liverpool Lime Street",2024-03-12,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 18:46:00,"Delayed","Technical Issue","No","Tuesday"
"a24a4d5b-e8cb-49ab-8d26",2024-03-12,2025-06-05 16:06:27,"Station","Credit Card","None","Standard","Anytime",5,"Manchester Piccadilly","Liverpool Lime Street",2024-03-12,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 18:46:00,"Delayed","Technical Issue","No","Tuesday"
"fea76127-20dc-4dac-9e68",2024-03-12,2025-06-05 16:07:21,"Station","Credit Card","None","Standard","Anytime",5,"Manchester Piccadilly","Liverpool Lime Street",2024-03-12,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 18:46:00,"Delayed","Technical Issue","No","Tuesday"
"f80f282b-610b-46a8-a6b9",2024-03-12,2025-06-05 16:12:02,"Station","Credit Card","None","Standard","Anytime",70,"London Kings Cross","York",2024-03-12,2025-06-05 17:45:00,2025-06-05 19:35:00,2025-06-05 19:45:00,"Delayed","Signal failure","No","Tuesday"
"9fe75f16-a67a-4d45-9c92",2024-03-13,2025-06-05 04:19:37,"Station","Debit Card","Senior","Standard","Off-Peak",76,"Liverpool Lime Street","London Euston",2024-03-13,2025-06-05 09:30:00,2025-06-05 11:45:00,2025-06-05 11:45:00,"Delayed","Traffic","Yes","Wednesday"
"7806216e-c059-45a5-92c2",2024-03-13,2025-06-05 04:58:03,"Station","Contactless","None","Standard","Anytime",70,"London Kings Cross","York",2024-03-13,2025-06-05 06:15:00,2025-06-05 08:05:00,2025-06-05 08:39:00,"Delayed","Technical Issue","No","Wednesday"
"56926874-a3e1-4287-be26",2024-03-13,2025-06-05 04:58:37,"Station","Contactless","None","Standard","Anytime",70,"London Kings Cross","York",2024-03-13,2025-06-05 06:15:00,2025-06-05 08:05:00,2025-06-05 08:39:00,"Delayed","Technical Issue","No","Wednesday"
"8b8ac47e-16b2-488e-a80a",2024-03-13,2025-06-05 05:50:28,"Online","Credit Card","Disabled","Standard","Advance",8,"London Paddington","Reading",2024-03-14,2025-06-05 04:15:00,2025-06-05 05:15:00,2025-06-05 05:51:00,"Delayed","Staff Shortage","No","Thursday"
"0ba476fb-8880-4e5c-b0e1",2024-03-13,2025-06-05 06:09:47,"Online","Credit Card","Disabled","Standard","Anytime",14,"York","Wakefield",2024-03-13,2025-06-05 07:30:00,2025-06-05 07:55:00,2025-06-05 08:21:00,"Delayed","Staffing","No","Wednesday"
"30d92055-be28-4f7a-a7fb",2024-03-13,2025-06-05 06:38:23,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-03-13,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:52:00,"Delayed","Signal failure","No","Wednesday"
"20d41a38-b8e7-4cd0-ba8c",2024-03-13,2025-06-05 06:38:27,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-03-13,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:52:00,"Delayed","Signal failure","No","Wednesday"
"039b4878-01c9-4579-ba20",2024-03-13,2025-06-05 06:41:49,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-03-13,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:52:00,"Delayed","Signal failure","No","Wednesday"
"60ff1ffd-f336-4a48-8c17",2024-03-13,2025-06-05 06:43:48,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-03-13,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:52:00,"Delayed","Signal failure","No","Wednesday"
"0c116f67-b293-4135-a48d",2024-03-13,2025-06-05 07:45:25,"Online","Debit Card","Adult","Standard","Off-Peak",3,"Manchester Piccadilly","Liverpool Lime Street",2024-03-13,2025-06-05 09:15:00,2025-06-05 09:45:00,2025-06-05 10:23:00,"Delayed","Weather","No","Wednesday"
"11fafdab-8b17-435e-9be5",2024-03-13,2025-06-05 09:04:09,"Online","Credit Card","Disabled","First Class","Advance",8,"York","Wakefield",2024-03-14,2025-06-05 07:30:00,2025-06-05 07:55:00,2025-06-05 07:58:00,"Delayed","Staffing","No","Thursday"
"4afd85fe-fa3b-4dd0-8cb1",2024-03-13,2025-06-05 09:33:54,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-03-14,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:49:00,"Delayed","Weather","No","Thursday"
"ddd12d01-de1b-4c43-be6c",2024-03-13,2025-06-05 09:35:18,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-03-14,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:49:00,"Delayed","Weather","No","Thursday"
"a61cc978-9276-42bb-a967",2024-03-13,2025-06-05 09:42:46,"Station","Credit Card","None","First Class","Advance",118,"Liverpool Lime Street","London Euston",2024-03-14,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:49:00,"Delayed","Weather","No","Thursday"
"d68d7bd3-eb0d-447c-9895",2024-03-13,2025-06-05 09:58:49,"Station","Credit Card","None","Standard","Advance",7,"London Euston","Birmingham New Street",2024-03-14,2025-06-05 08:15:00,2025-06-05 09:35:00,2025-06-05 10:35:00,"Delayed","Signal Failure","No","Thursday"
"0ee7e470-2a71-40d0-acd6",2024-03-13,2025-06-05 10:31:52,"Station","Contactless","Adult","Standard","Advance",6,"Manchester Piccadilly","Leeds",2024-03-14,2025-06-05 09:00:00,2025-06-05 09:45:00,2025-06-05 12:24:00,"Delayed","Signal Failure","No","Thursday"
"10749a75-d832-4570-9b00",2024-03-13,2025-06-05 10:40:51,"Station","Contactless","Adult","Standard","Advance",2,"Manchester Piccadilly","Liverpool Lime Street",2024-03-14,2025-06-05 09:00:00,2025-06-05 09:30:00,2025-06-05 10:10:00,"Delayed","Signal Failure","No","Thursday"
"87f379e6-d1a2-4608-b994",2024-03-13,2025-06-05 10:44:49,"Station","Contactless","Adult","Standard","Advance",6,"Manchester Piccadilly","Leeds",2024-03-14,2025-06-05 09:00:00,2025-06-05 09:45:00,2025-06-05 12:24:00,"Delayed","Signal Failure","No","Thursday"
"26b0df08-d1ef-478b-8c00",2024-03-13,2025-06-05 10:51:21,"Station","Debit Card","Adult","Standard","Off-Peak",11,"Birmingham New Street","Manchester Piccadilly",2024-03-13,2025-06-05 11:15:00,2025-06-05 12:35:00,2025-06-05 12:43:00,"Delayed","Technical Issue","Yes","Wednesday"
"700ce2b8-da69-474b-8bf7",2024-03-13,2025-06-05 11:54:37,"Station","Debit Card","Adult","First Class","Advance",19,"Birmingham New Street","Manchester Piccadilly",2024-03-14,2025-06-05 11:15:00,2025-06-05 12:35:00,2025-06-05 13:12:00,"Delayed","Technical Issue","Yes","Thursday"
"bd4a2f33-3a48-41fe-8df7",2024-03-13,2025-06-05 11:59:40,"Station","Debit Card","Adult","Standard","Advance",7,"Birmingham New Street","Manchester Piccadilly",2024-03-14,2025-06-05 11:15:00,2025-06-05 12:35:00,2025-06-05 13:12:00,"Delayed","Technical Issue","Yes","Thursday"
"192e0adf-d28d-4c0a-a6b0",2024-03-13,2025-06-05 12:00:45,"Station","Debit Card","Adult","Standard","Advance",7,"Birmingham New Street","Manchester Piccadilly",2024-03-14,2025-06-05 11:15:00,2025-06-05 12:35:00,2025-06-05 13:12:00,"Delayed","Technical Issue","Yes","Thursday"
"c6bb12ad-f345-4206-b425",2024-03-13,2025-06-05 12:04:29,"Station","Debit Card","Adult","Standard","Advance",7,"Birmingham New Street","Manchester Piccadilly",2024-03-14,2025-06-05 11:15:00,2025-06-05 12:35:00,2025-06-05 13:12:00,"Delayed","Technical Issue","Yes","Thursday"
"484de501-f8ab-4765-84d9",2024-03-13,2025-06-05 15:06:03,"Station","Debit Card","None","Standard","Off-Peak",43,"Edinburgh Waverley","London Kings Cross",2024-03-13,2025-06-05 15:30:00,2025-06-05 19:50:00,2025-06-05 19:59:00,"Delayed","Staffing","Yes","Wednesday"
"7e1b70d5-0bac-4523-930f",2024-03-13,2025-06-05 15:55:36,"Online","Credit Card","Senior","Standard","Advance",11,"Oxford","Bristol Temple Meads",2024-03-14,2025-06-05 14:15:00,2025-06-05 15:30:00,2025-06-05 15:50:00,"Delayed","Signal Failure","Yes","Thursday"
"221ff43c-10c8-4913-952c",2024-03-13,2025-06-05 16:03:34,"Station","Debit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-03-14,2025-06-05 15:30:00,2025-06-05 17:45:00,2025-06-05 17:49:00,"Delayed","Staffing","Yes","Thursday"
"7718e255-1b5a-49f3-901e",2024-03-13,2025-06-05 16:07:00,"Station","Debit Card","None","Standard","Advance",29,"Edinburgh Waverley","London Kings Cross",2024-03-14,2025-06-05 15:30:00,2025-06-05 19:50:00,2025-06-05 20:16:00,"Delayed","Staffing","Yes","Thursday"
"c8df4648-69ed-46a1-bd11",2024-03-13,2025-06-05 16:11:08,"Station","Debit Card","None","Standard","Advance",29,"Edinburgh Waverley","London Kings Cross",2024-03-14,2025-06-05 15:30:00,2025-06-05 19:50:00,2025-06-05 20:16:00,"Delayed","Staffing","Yes","Thursday"
"1f473e07-45cc-4c8a-9746",2024-03-13,2025-06-05 16:31:26,"Station","Credit Card","None","Standard","Advance",13,"London Paddington","Reading",2024-03-14,2025-06-05 15:00:00,2025-06-05 16:00:00,2025-06-05 16:42:00,"Delayed","Technical Issue","No","Thursday"
"08d8c759-c6b5-462d-9b77",2024-03-13,2025-06-05 16:31:40,"Station","Contactless","None","Standard","Advance",13,"London Paddington","Reading",2024-03-14,2025-06-05 15:00:00,2025-06-05 16:00:00,2025-06-05 16:42:00,"Delayed","Technical Issue","No","Thursday"
"4d719963-99a5-4758-8bda",2024-03-13,2025-06-05 16:36:53,"Station","Credit Card","None","Standard","Advance",13,"London Paddington","Reading",2024-03-14,2025-06-05 15:00:00,2025-06-05 16:00:00,2025-06-05 16:42:00,"Delayed","Technical Issue","No","Thursday"
"0ee3ed11-9a4e-41a1-91ae",2024-03-13,2025-06-05 16:37:24,"Station","Credit Card","None","Standard","Advance",13,"London Paddington","Reading",2024-03-14,2025-06-05 15:00:00,2025-06-05 16:00:00,2025-06-05 16:42:00,"Delayed","Technical Issue","No","Thursday"
"e6d5e108-12f6-4419-90f6",2024-03-13,2025-06-05 17:32:33,"Station","Credit Card","Adult","Standard","Advance",4,"London Euston","Birmingham New Street",2024-03-14,2025-06-05 16:00:00,2025-06-05 17:20:00,2025-06-05 17:40:00,"Delayed","Signal failure","Yes","Thursday"
"de24a803-77a9-4ad1-9dfd",2024-03-13,2025-06-05 17:34:38,"Station","Credit Card","Adult","Standard","Advance",4,"London Euston","Birmingham New Street",2024-03-14,2025-06-05 16:00:00,2025-06-05 17:20:00,2025-06-05 17:40:00,"Delayed","Signal failure","No","Thursday"
"422f8bd1-ecf3-462a-a9ba",2024-03-13,2025-06-05 17:38:12,"Station","Debit Card","Disabled","Standard","Advance",4,"London Euston","Birmingham New Street",2024-03-14,2025-06-05 16:00:00,2025-06-05 17:20:00,2025-06-05 17:40:00,"Delayed","Signal failure","No","Thursday"
"178049ea-5dde-47d1-876e",2024-03-13,2025-06-05 18:03:40,"Station","Debit Card","Adult","Standard","Advance",56,"Manchester Piccadilly","London Euston",2024-03-14,2025-06-05 17:30:00,2025-06-05 19:20:00,2025-06-05 19:47:00,"Delayed","Technical Issue","Yes","Thursday"
"2143f4c4-cdce-449d-85d9",2024-03-14,2025-06-05 02:07:28,"Station","Credit Card","None","Standard","Off-Peak",4,"Manchester Piccadilly","Liverpool Lime Street",2024-03-14,2025-06-05 03:30:00,2025-06-05 04:00:00,2025-06-05 04:01:00,"Delayed","Weather Conditions","No","Thursday"
"754ed4ad-c73a-4804-89de",2024-03-14,2025-06-05 04:19:13,"Station","Debit Card","Senior","Standard","Off-Peak",84,"Manchester Piccadilly","London Euston",2024-03-14,2025-06-05 09:30:00,2025-06-05 11:20:00,2025-06-05 11:45:00,"Delayed","Traffic","Yes","Thursday"
"77197e02-d278-4be5-99fb",2024-03-14,2025-06-05 06:30:53,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-03-14,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:49:00,"Delayed","Weather","No","Thursday"
"4abde028-6b9d-4305-b4eb",2024-03-14,2025-06-05 06:34:51,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-03-14,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:49:00,"Delayed","Weather","No","Thursday"
"c44672a7-90af-4db7-9eb5",2024-03-14,2025-06-05 06:41:09,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-03-14,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:49:00,"Delayed","Weather","No","Thursday"
"07c570a2-6b2d-4736-b9a8",2024-03-14,2025-06-05 06:48:18,"Station","Credit Card","None","Standard","Anytime",13,"London Euston","Birmingham New Street",2024-03-14,2025-06-05 08:15:00,2025-06-05 09:35:00,2025-06-05 10:35:00,"Delayed","Signal Failure","No","Thursday"
"46c09699-f90e-4792-9195",2024-03-14,2025-06-05 06:50:30,"Station","Credit Card","None","Standard","Anytime",13,"London Euston","Birmingham New Street",2024-03-14,2025-06-05 08:15:00,2025-06-05 09:35:00,2025-06-05 10:35:00,"Delayed","Signal Failure","No","Thursday"
"694cf3e8-ad11-4cd8-91aa",2024-03-14,2025-06-05 08:08:43,"Online","Credit Card","None","Standard","Advance",6,"York","Doncaster",2024-03-15,2025-06-05 06:30:00,2025-06-05 07:00:00,2025-06-05 08:02:00,"Delayed","Signal failure","No","Friday"
"3690b052-3b59-4a3a-ae02",2024-03-14,2025-06-05 09:30:05,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-03-15,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:58:00,"Delayed","Weather","No","Friday"
"bde5f3d0-42ed-427c-8354",2024-03-14,2025-06-05 09:32:17,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-03-15,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:58:00,"Delayed","Weather","No","Friday"
"aaf0ddc7-dd29-47c7-8ec1",2024-03-14,2025-06-05 09:37:44,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-03-15,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:58:00,"Delayed","Weather","No","Friday"
"a74591fc-37e4-4b85-8bc8",2024-03-14,2025-06-05 10:48:27,"Station","Debit Card","Adult","Standard","Off-Peak",11,"Birmingham New Street","Manchester Piccadilly",2024-03-14,2025-06-05 11:15:00,2025-06-05 12:35:00,2025-06-05 13:12:00,"Delayed","Technical Issue","Yes","Thursday"
"5e724d06-b2cf-4c15-a457",2024-03-14,2025-06-05 10:53:32,"Station","Debit Card","Adult","Standard","Off-Peak",11,"Birmingham New Street","Manchester Piccadilly",2024-03-14,2025-06-05 11:15:00,2025-06-05 12:35:00,2025-06-05 13:12:00,"Delayed","Technical Issue","Yes","Thursday"
"b0c921a7-72e6-4bee-93bf",2024-03-14,2025-06-05 12:33:09,"Station","Contactless","None","Standard","Advance",3,"Manchester Piccadilly","Liverpool Lime Street",2024-03-15,2025-06-05 11:00:00,2025-06-05 11:30:00,2025-06-05 14:26:00,"Delayed","Staff Shortage","No","Friday"
"537ac7d1-db7c-46e9-872b",2024-03-14,2025-06-05 12:58:10,"Online","Credit Card","Adult","Standard","Advance",2,"Liverpool Lime Street","Manchester Piccadilly",2024-03-15,2025-06-05 11:15:00,2025-06-05 11:45:00,2025-06-05 12:12:00,"Delayed","Technical Issue","No","Friday"
"586ff9d1-b2cc-465c-9190",2024-03-14,2025-06-05 13:37:22,"Station","Credit Card","None","Standard","Off-Peak",19,"London Paddington","Reading",2024-03-14,2025-06-05 15:00:00,2025-06-05 16:00:00,2025-06-05 16:42:00,"Delayed","Technical Issue","No","Thursday"
"3cf837e4-87a7-46e2-9e5b",2024-03-14,2025-06-05 14:42:13,"Station","Credit Card","Adult","Standard","Anytime",9,"London Euston","Birmingham New Street",2024-03-14,2025-06-05 16:00:00,2025-06-05 17:20:00,2025-06-05 17:40:00,"Delayed","Signal failure","No","Thursday"
"cebbb102-8af3-42ba-aec1",2024-03-14,2025-06-05 17:07:07,"Station","Debit Card","Adult","Standard","Anytime",112,"Manchester Piccadilly","London Euston",2024-03-14,2025-06-05 17:30:00,2025-06-05 19:20:00,2025-06-05 19:47:00,"Delayed","Technical Issue","Yes","Thursday"
"fa0f7c10-d4ab-49a0-b739",2024-03-14,2025-06-05 17:12:32,"Station","Debit Card","Adult","Standard","Anytime",101,"Liverpool Lime Street","London Euston",2024-03-14,2025-06-05 17:30:00,2025-06-05 19:45:00,2025-06-05 19:57:00,"Delayed","Technical Issue","Yes","Thursday"
"198a9122-1c95-45a7-9450",2024-03-14,2025-06-05 18:12:12,"Station","Debit Card","Adult","Standard","Advance",50,"Liverpool Lime Street","London Euston",2024-03-15,2025-06-05 17:30:00,2025-06-05 19:45:00,2025-06-05 19:59:00,"Delayed","Technical Issue","Yes","Friday"
"63afba7f-32ac-47f8-b1d9",2024-03-15,2025-06-05 02:48:20,"Online","Credit Card","Disabled","Standard","Off-Peak",13,"London Paddington","Reading",2024-03-15,2025-06-05 04:15:00,2025-06-05 05:15:00,2025-06-05 05:26:00,"Delayed","Staff Shortage","No","Friday"
"3ff3cff8-59a5-4de1-8ed0",2024-03-15,2025-06-05 06:33:46,"Station","Credit Card","None","First Class","Anytime",235,"Liverpool Lime Street","London Euston",2024-03-15,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:58:00,"Delayed","Weather","No","Friday"
"4e6ac966-2cf7-42c4-8654",2024-03-15,2025-06-05 06:33:54,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-03-15,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:58:00,"Delayed","Weather","No","Friday"
"234e525f-0baf-45d1-ad4e",2024-03-15,2025-06-05 06:38:17,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-03-15,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:58:00,"Delayed","Weather","No","Friday"
"4dccc8f8-dfd2-468b-8121",2024-03-15,2025-06-05 06:43:26,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-03-15,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:58:00,"Delayed","Weather","No","Friday"
"a57a79e9-40eb-4e53-b5e4",2024-03-15,2025-06-05 06:43:55,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-03-15,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:58:00,"Delayed","Weather","No","Friday"
"39c92c0d-abb6-444c-b9fe",2024-03-15,2025-06-05 07:18:38,"Station","Contactless","Adult","Standard","Advance",2,"Liverpool Lime Street","Manchester Piccadilly",2024-03-16,2025-06-05 05:45:00,2025-06-05 06:15:00,2025-06-05 06:46:00,"Delayed","Signal Failure","No","Saturday"
"846a3d1c-2612-4b36-86d2",2024-03-15,2025-06-05 09:32:09,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-03-16,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:47:00,"Delayed","Weather","No","Saturday"
"6c9220ad-4b42-4fc5-aa07",2024-03-15,2025-06-05 09:35:31,"Station","Credit Card","None","First Class","Advance",118,"Liverpool Lime Street","London Euston",2024-03-16,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:47:00,"Delayed","Weather","No","Saturday"
